split,class_name,leaf_id,image_id,path
val,Tomato___Late_blight,rs_late.b 5594,115.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\1159051e-1278-4b35-929c-e26b963d048f___GHLB_PS Leaf 8.1 Day 16.jpg
train,Tomato___Late_blight,rs_late.b 5593,115.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\1159051e-1278-4b35-929c-e26b963d048f___GHLB_PS Leaf 8.1 Day 16.jpg
train,Tomato___Late_blight,rs_late.b 5592,114.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\17b9f7ec-5126-4d11-8c1b-a679e0fb9e74___GHLB2 Leaf 114.JPG
train,Tomato___Late_blight,rs_late.b 5591,114.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\17b9f7ec-5126-4d11-8c1b-a679e0fb9e74___GHLB2 Leaf 114.JPG
val,Tomato___Late_blight,rs_late.b 5590,114.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\17b9f7ec-5126-4d11-8c1b-a679e0fb9e74___GHLB2 Leaf 114.JPG
train,Tomato___Leaf_Mold,crnl_l.mold 9144,230.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\6e230511-861d-4ae8-8212-374417841b4c___Crnl_L.Mold 8894.JPG
val,Apple___healthy,rs_hl 7413,151.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\0f56566e-6151-4ede-b10b-2b1f04f23659___RS_HL 7359.JPG
train,Apple___Black_rot,jr_frge.s 2976,20.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\073553c2-0e42-4c86-b929-b2201f3f7756___JR_FrgE.S 2819.JPG
train,Apple___Black_rot,jr_frge.s 2977,21.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\02168189-aa75-4284-a7f0-8ca5901ea783___JR_FrgE.S 2948.JPG
val,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 1629,79.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\01445290-a36f-4435-9b7d-bd1a9d1ff79b___FAM_L.Blight 4626.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 1628,79.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\01445290-a36f-4435-9b7d-bd1a9d1ff79b___FAM_L.Blight 4626.JPG
val,Apple___Black_rot,jr_frge.s 2972,20.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\073553c2-0e42-4c86-b929-b2201f3f7756___JR_FrgE.S 2819.JPG
test,Apple___Black_rot,jr_frge.s 2973,20.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\073553c2-0e42-4c86-b929-b2201f3f7756___JR_FrgE.S 2819.JPG
train,Apple___Black_rot,jr_frge.s 2970,20.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\073553c2-0e42-4c86-b929-b2201f3f7756___JR_FrgE.S 2819.JPG
train,Apple___Black_rot,jr_frge.s 2971,20.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\073553c2-0e42-4c86-b929-b2201f3f7756___JR_FrgE.S 2819.JPG
test,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 1623,77.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\00ed3cc2-020b-499f-a951-d772dea3b154___FAM_L.Blight 4653.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 1622,77.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\00ed3cc2-020b-499f-a951-d772dea3b154___FAM_L.Blight 4653.JPG
test,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 1621,77.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\00ed3cc2-020b-499f-a951-d772dea3b154___FAM_L.Blight 4653.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 1620,77.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\00ed3cc2-020b-499f-a951-d772dea3b154___FAM_L.Blight 4653.JPG
val,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 1627,78.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\0012e1ee-fde3-478f-ab27-18648feb2b05___FAM_L.Blight 1647.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 1626,78.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\0012e1ee-fde3-478f-ab27-18648feb2b05___FAM_L.Blight 1647.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 1625,78.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\0012e1ee-fde3-478f-ab27-18648feb2b05___FAM_L.Blight 1647.JPG
test,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 1624,78.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\0012e1ee-fde3-478f-ab27-18648feb2b05___FAM_L.Blight 1647.JPG
test,Peach___Bacterial_spot,rutg._bact.s 2339,326.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\0c68a2d0-0d07-49f0-9468-3262004f0348___Rutg._Bact.S 1975.JPG
val,Peach___Bacterial_spot,rutg._bact.s 2338,326.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\0c68a2d0-0d07-49f0-9468-3262004f0348___Rutg._Bact.S 1975.JPG
train,Peach___Bacterial_spot,rutg._bact.s 2337,326.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\0c68a2d0-0d07-49f0-9468-3262004f0348___Rutg._Bact.S 1975.JPG
train,Peach___Bacterial_spot,rutg._bact.s 2336,326.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\0c68a2d0-0d07-49f0-9468-3262004f0348___Rutg._Bact.S 1975.JPG
val,Peach___Bacterial_spot,rutg._bact.s 2335,326.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\0c68a2d0-0d07-49f0-9468-3262004f0348___Rutg._Bact.S 1975.JPG
val,Peach___Bacterial_spot,rutg._bact.s 2334,325.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\19717646-1a18-4819-84f2-e4680b6ae5e1___Rutg._Bact.S 1325.JPG
val,Peach___Bacterial_spot,rutg._bact.s 2333,325.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\19717646-1a18-4819-84f2-e4680b6ae5e1___Rutg._Bact.S 1325.JPG
train,Peach___Bacterial_spot,rutg._bact.s 2332,325.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\19717646-1a18-4819-84f2-e4680b6ae5e1___Rutg._Bact.S 1325.JPG
train,Peach___Bacterial_spot,rutg._bact.s 2331,325.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\19717646-1a18-4819-84f2-e4680b6ae5e1___Rutg._Bact.S 1325.JPG
test,Peach___Bacterial_spot,rutg._bact.s 2330,325.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\19717646-1a18-4819-84f2-e4680b6ae5e1___Rutg._Bact.S 1325.JPG
test,Peach___healthy,rutg._hl 3685,48.0,C:\Datasets\PlantVillage-official\raw\color\Peach___healthy\04c14871-257f-4067-80f7-ecc5e50f42a4___Rutg._HL 3631.JPG
train,Peach___healthy,rutg._hl 3687,48.0,C:\Datasets\PlantVillage-official\raw\color\Peach___healthy\04c14871-257f-4067-80f7-ecc5e50f42a4___Rutg._HL 3631.JPG
train,Peach___healthy,rutg._hl 3686,48.0,C:\Datasets\PlantVillage-official\raw\color\Peach___healthy\04c14871-257f-4067-80f7-ecc5e50f42a4___Rutg._HL 3631.JPG
train,Peach___healthy,rutg._hl 3681,47.0,C:\Datasets\PlantVillage-official\raw\color\Peach___healthy\02070622-2fd7-40d5-9470-27e513ea8a90___Rutg._HL 3636.JPG
val,Peach___healthy,rutg._hl 3680,47.0,C:\Datasets\PlantVillage-official\raw\color\Peach___healthy\02070622-2fd7-40d5-9470-27e513ea8a90___Rutg._HL 3636.JPG
train,Peach___healthy,rutg._hl 3683,48.0,C:\Datasets\PlantVillage-official\raw\color\Peach___healthy\04c14871-257f-4067-80f7-ecc5e50f42a4___Rutg._HL 3631.JPG
train,Peach___healthy,rutg._hl 3689,48.0,C:\Datasets\PlantVillage-official\raw\color\Peach___healthy\04c14871-257f-4067-80f7-ecc5e50f42a4___Rutg._HL 3631.JPG
train,Tomato___Leaf_Mold,crnl_l.mold 7018,101.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\534e3551-79be-4101-92ac-2996761db483___Crnl_L.Mold 6707.JPG
test,Tomato___Leaf_Mold,crnl_l.mold 7019,101.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\534e3551-79be-4101-92ac-2996761db483___Crnl_L.Mold 6707.JPG
train,Tomato___Leaf_Mold,crnl_l.mold 7014,100.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\3868a159-b5df-49d2-a689-1181ee1007dc___Crnl_L.Mold 8720.JPG
train,Tomato___Leaf_Mold,crnl_l.mold 7015,100.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\3868a159-b5df-49d2-a689-1181ee1007dc___Crnl_L.Mold 8720.JPG
val,Tomato___Leaf_Mold,crnl_l.mold 7017,100.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\3868a159-b5df-49d2-a689-1181ee1007dc___Crnl_L.Mold 8720.JPG
train,Tomato___Leaf_Mold,crnl_l.mold 7010,99.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\0a555f63-bf03-4958-8993-e1932b8dce9f___Crnl_L.Mold 9064.JPG
val,Tomato___Leaf_Mold,crnl_l.mold 7011,99.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\0a555f63-bf03-4958-8993-e1932b8dce9f___Crnl_L.Mold 9064.JPG
train,Tomato___Leaf_Mold,crnl_l.mold 7013,100.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\3868a159-b5df-49d2-a689-1181ee1007dc___Crnl_L.Mold 8720.JPG
train,Apple___Black_rot,jr_frge.s 2998,23.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\0090d05d-d797-4c99-abd4-3b9cb323a5fd___JR_FrgE.S 8727.JPG
train,Apple___Black_rot,jr_frge.s 2999,23.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\0090d05d-d797-4c99-abd4-3b9cb323a5fd___JR_FrgE.S 8727.JPG
test,Apple___Black_rot,jr_frge.s 2990,22.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\02859ed3-f56a-4315-82a5-c1cb72717225___JR_FrgE.S 8584.JPG
train,Apple___Black_rot,jr_frge.s 2991,22.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\02859ed3-f56a-4315-82a5-c1cb72717225___JR_FrgE.S 8584.JPG
train,Tomato___Leaf_Mold,crnl_l.mold 9141,230.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\6e230511-861d-4ae8-8212-374417841b4c___Crnl_L.Mold 8894.JPG
train,Peach___Bacterial_spot,rutg._bact.s 1901,276.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\20266fb6-b0a2-4532-97ef-c19542d68dac___Rutg._Bact.S 1276.JPG
train,Peach___Bacterial_spot,rutg._bact.s 1900,276.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\20266fb6-b0a2-4532-97ef-c19542d68dac___Rutg._Bact.S 1276.JPG
train,Peach___Bacterial_spot,rutg._bact.s 1903,277.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\095727aa-ddf8-4277-aac3-8c12e0b46bc5___Rut._Bact.S 1453.JPG
train,Peach___Bacterial_spot,rutg._bact.s 1902,276.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\20266fb6-b0a2-4532-97ef-c19542d68dac___Rutg._Bact.S 1276.JPG
train,Peach___Bacterial_spot,rutg._bact.s 1905,277.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\095727aa-ddf8-4277-aac3-8c12e0b46bc5___Rut._Bact.S 1453.JPG
train,Peach___Bacterial_spot,rutg._bact.s 1904,277.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\095727aa-ddf8-4277-aac3-8c12e0b46bc5___Rut._Bact.S 1453.JPG
train,Peach___Bacterial_spot,rutg._bact.s 1907,277.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\095727aa-ddf8-4277-aac3-8c12e0b46bc5___Rut._Bact.S 1453.JPG
train,Peach___Bacterial_spot,rutg._bact.s 1906,277.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\095727aa-ddf8-4277-aac3-8c12e0b46bc5___Rut._Bact.S 1453.JPG
train,Peach___Bacterial_spot,rutg._bact.s 1909,277.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\095727aa-ddf8-4277-aac3-8c12e0b46bc5___Rut._Bact.S 1453.JPG
train,Peach___Bacterial_spot,rutg._bact.s 1908,277.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\095727aa-ddf8-4277-aac3-8c12e0b46bc5___Rut._Bact.S 1453.JPG
train,Grape___Black_rot,fam_b.rot 5048,280.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\7661223b-e7e1-48e0-97e6-0df8e696fbad___FAM_B.Rot 3280.JPG
test,Apple___healthy,rs_hl 6295,109.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\03109942-bfa2-4728-b375-4f02a95957de___RS_HL 8066.JPG
test,Apple___healthy,rs_hl 6294,109.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\03109942-bfa2-4728-b375-4f02a95957de___RS_HL 8066.JPG
train,Apple___healthy,rs_hl 6297,109.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\03109942-bfa2-4728-b375-4f02a95957de___RS_HL 8066.JPG
train,Apple___healthy,rs_hl 6296,109.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\03109942-bfa2-4728-b375-4f02a95957de___RS_HL 8066.JPG
train,Apple___healthy,rs_hl 6291,108.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\2e403d36-e4f2-4323-a78c-5a7330f1083c___RS_HL 7857.JPG
train,Apple___healthy,rs_hl 6290,108.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\2e403d36-e4f2-4323-a78c-5a7330f1083c___RS_HL 7857.JPG
train,Apple___healthy,rs_hl 6293,108.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\2e403d36-e4f2-4323-a78c-5a7330f1083c___RS_HL 7857.JPG
train,Apple___healthy,rs_hl 6292,108.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\2e403d36-e4f2-4323-a78c-5a7330f1083c___RS_HL 7857.JPG
train,Apple___healthy,rs_hl 6299,109.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\03109942-bfa2-4728-b375-4f02a95957de___RS_HL 8066.JPG
train,Apple___healthy,rs_hl 6298,109.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\03109942-bfa2-4728-b375-4f02a95957de___RS_HL 8066.JPG
train,Apple___healthy,rs_hl 5926,48.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\00fca0da-2db3-481b-b98a-9b67bb7b105c___RS_HL 7708.JPG
train,Apple___healthy,rs_hl 5927,48.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\00fca0da-2db3-481b-b98a-9b67bb7b105c___RS_HL 7708.JPG
val,Apple___healthy,rs_hl 5922,47.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\00907d8b-6ae6-4306-bfd7-d54471981a86___RS_HL 5709.JPG
train,Apple___healthy,rs_hl 5923,47.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\00907d8b-6ae6-4306-bfd7-d54471981a86___RS_HL 5709.JPG
val,Apple___healthy,rs_hl 5920,47.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\00907d8b-6ae6-4306-bfd7-d54471981a86___RS_HL 5709.JPG
train,Apple___healthy,rs_hl 5921,47.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\00907d8b-6ae6-4306-bfd7-d54471981a86___RS_HL 5709.JPG
train,Apple___Black_rot,jr_frge.s 2785,6.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593.JPG
val,Apple___Black_rot,jr_frge.s 2784,6.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593.JPG
train,Apple___Black_rot,jr_frge.s 2787,6.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593.JPG
train,Apple___Black_rot,jr_frge.s 2786,6.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593.JPG
train,Apple___Black_rot,jr_frge.s 2781,5.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\0090d05d-d797-4c99-abd4-3b9cb323a5fd___JR_FrgE.S 8727.JPG
train,Apple___Black_rot,jr_frge.s 2780,5.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\0090d05d-d797-4c99-abd4-3b9cb323a5fd___JR_FrgE.S 8727.JPG
test,Apple___Black_rot,jr_frge.s 2782,6.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593.JPG
test,Tomato___Leaf_Mold,crnl_l.mold 6801,60.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\0160c3b5-d89e-40e5-a313-49ae1524040a___Crnl_L.Mold 6823.JPG
train,Tomato___Leaf_Mold,crnl_l.mold 6802,60.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\0160c3b5-d89e-40e5-a313-49ae1524040a___Crnl_L.Mold 6823.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 1138,79.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\0279ec2c-5470-47e8-b1ba-79442bd323bb___FAM_B.Msls 4396.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 1139,80.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\01162551-b800-4df8-ac46-64d17d6ac5bf___FAM_B.Msls 1153.JPG
val,Grape___Esca_(Black_Measles),fam_b.msls 1134,78.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\01c74b8d-1113-47c0-86a3-6ceea27853c0___FAM_B.Msls 4113.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 1135,79.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\0279ec2c-5470-47e8-b1ba-79442bd323bb___FAM_B.Msls 4396.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 1136,79.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\0279ec2c-5470-47e8-b1ba-79442bd323bb___FAM_B.Msls 4396.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 1137,79.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\0279ec2c-5470-47e8-b1ba-79442bd323bb___FAM_B.Msls 4396.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 1130,77.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\019afd88-6645-44c4-a5d2-bd583b877a50___FAM_B.Msls 1744.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 1131,78.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\01c74b8d-1113-47c0-86a3-6ceea27853c0___FAM_B.Msls 4113.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 1132,78.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\01c74b8d-1113-47c0-86a3-6ceea27853c0___FAM_B.Msls 4113.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 1133,78.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\01c74b8d-1113-47c0-86a3-6ceea27853c0___FAM_B.Msls 4113.JPG
train,Grape___Black_rot,fam_b.rot 5042,278.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\1d90d6fd-8ffa-4580-a9ff-02788fae05da___FAM_B.Rot 0689.JPG
train,Tomato___Late_blight,rs_late.b 5195,68.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\01a68044-9c5b-4658-a944-6108c6862ce7___GHLB Leaf 2.1 Day 16.JPG
train,Tomato___healthy,rs_hl 0122,30.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1.JPG
train,Tomato___Late_blight,rs_late.b 5198,69.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\00355ec2-f12c-4015-b8f9-94354f69ce22___RS_Late.B 5311.JPG
train,Apple___healthy,rs_hl 8086,242.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\0580ddaa-0221-4adc-8b64-8ce1842f5f07___RS_HL 6242.JPG
train,Peach___healthy,rutg._hl 2399,1.0,C:\Datasets\PlantVillage-official\raw\color\Peach___healthy\017d3d86-12bf-4280-8929-10dcd504ac46___Rutg._HL 3671.JPG
test,Apple___healthy,rs_hl 8087,242.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\0580ddaa-0221-4adc-8b64-8ce1842f5f07___RS_HL 6242.JPG
train,Apple___healthy,rs_hl 8084,241.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\14009d84-bca8-4054-b09d-7fd4241c74a6___RS_HL 7907.JPG
test,Apple___healthy,rs_hl 8085,241.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\14009d84-bca8-4054-b09d-7fd4241c74a6___RS_HL 7907.JPG
train,Tomato___Late_blight,rs_late.b 6936,206.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\02effbf1-e958-4531-a19b-f8be754d2805___RS_Late.B 5206.JPG
train,Tomato___Late_blight,rs_late.b 6933,205.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\01c391d2-1b3a-4b58-b205-a75674bba6e9___GHLB2 Leaf 8824.JPG
train,Tomato___Late_blight,rs_late.b 6938,206.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\02effbf1-e958-4531-a19b-f8be754d2805___RS_Late.B 5206.JPG
val,Tomato___Late_blight,rs_late.b 6939,206.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\02effbf1-e958-4531-a19b-f8be754d2805___RS_Late.B 5206.JPG
train,Apple___healthy,rs_hl 7506,164.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\1aa82164-61f2-4baf-b99d-41f18f6e98cc___RS_HL 8087.JPG
val,Apple___healthy,rs_hl 7507,164.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\1aa82164-61f2-4baf-b99d-41f18f6e98cc___RS_HL 8087.JPG
train,Apple___healthy,rs_hl 7504,164.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\1aa82164-61f2-4baf-b99d-41f18f6e98cc___RS_HL 8087.JPG
train,Apple___healthy,rs_hl 7505,164.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\1aa82164-61f2-4baf-b99d-41f18f6e98cc___RS_HL 8087.JPG
train,Apple___healthy,rs_hl 7502,163.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\09293103-81bd-45ef-b3ce-d163441d6b18___RS_HL 7337.JPG
train,Apple___healthy,rs_hl 7503,163.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\09293103-81bd-45ef-b3ce-d163441d6b18___RS_HL 7337.JPG
train,Apple___healthy,rs_hl 7500,163.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\09293103-81bd-45ef-b3ce-d163441d6b18___RS_HL 7337.JPG
train,Apple___healthy,rs_hl 8083,241.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\14009d84-bca8-4054-b09d-7fd4241c74a6___RS_HL 7907.JPG
train,Apple___healthy,rs_hl 7508,164.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\1aa82164-61f2-4baf-b99d-41f18f6e98cc___RS_HL 8087.JPG
test,Apple___healthy,rs_hl 7509,164.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\1aa82164-61f2-4baf-b99d-41f18f6e98cc___RS_HL 8087.JPG
train,Apple___healthy,rs_hl 8080,241.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\14009d84-bca8-4054-b09d-7fd4241c74a6___RS_HL 7907.JPG
test,Apple___healthy,rs_hl 8081,241.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\14009d84-bca8-4054-b09d-7fd4241c74a6___RS_HL 7907.JPG
train,Grape___Black_rot,fam_b.rot 0338,4.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00090b0f-c140-4e77-8d20-d39f67b75fcc___FAM_B.Rot 0376.JPG
train,Grape___Black_rot,fam_b.rot 0339,5.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00090b0f-c140-4e77-8d20-d39f67b75fcc___FAM_B.Rot 0376.JPG
train,Grape___Black_rot,fam_b.rot 0332,3.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00090b0f-c140-4e77-8d20-d39f67b75fcc___FAM_B.Rot 0376.JPG
train,Grape___Black_rot,fam_b.rot 0333,3.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00090b0f-c140-4e77-8d20-d39f67b75fcc___FAM_B.Rot 0376.JPG
train,Grape___Black_rot,fam_b.rot 0330,2.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00090b0f-c140-4e77-8d20-d39f67b75fcc___FAM_B.Rot 0376.JPG
val,Grape___Black_rot,fam_b.rot 0331,3.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00090b0f-c140-4e77-8d20-d39f67b75fcc___FAM_B.Rot 0376.JPG
val,Grape___Black_rot,fam_b.rot 0336,4.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00090b0f-c140-4e77-8d20-d39f67b75fcc___FAM_B.Rot 0376.JPG
train,Grape___Black_rot,fam_b.rot 0337,4.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00090b0f-c140-4e77-8d20-d39f67b75fcc___FAM_B.Rot 0376.JPG
